Patente|Pedimento|SeccionAduanera|SecuenciaObservacion|Observaciones|TipoPedimento|FechaValidacionPagoR
1680|5070745|240|3|LAS SUBPARTIDAS DE ESTE PEDIMENTO QUEDAN AMPARADAS BAJO LA FRACCION 9803000100.PE 4125A CPC 11-F2 FI: 0.04828 (FLETES 0.|1|2026-01-07 16:46:03|
1669|6001581|810|8|€. SE NACIONALIZAN UNICAMENTE 1545 PIEZAS CON UN VALOR DE 106,239.03 €. LAS 22 PIEZAS RESTANTES FUERON EXPORTADAS EN EL|2|2026-01-17 10:48:00|
1680|5031280|800|4|C.P 31136 CHIHUAHUA, CHIH. MEXICO   RFC: JCC000904KK2 IMMEX 1350-2006 GSDB CODE:ANHGG CODIGO NUMERO: 1101 PLANTA: AP23A.|1|2026-01-08 16:47:02|
3129|5026337|240|16|N SA DE CV ,CALLE EJE 114 NO.285, SAN LUIS POTOSI CP.78395 CITIC DICASTAL CO. LTD., NO.189 BODEGAS B-C PREMIUM PAR, SILA|1|2026-01-14 09:03:03|
3376|6001547|240|13|AUTOLIV MEXICO SA DE CV AV DE LOS SAUCES NO 9 LERMA 52000|2|2026-01-16 10:05:08|
3376|6001547|240|41|VALEO NA INC CARR MEX PIEDRAS NEGRAS KM416 SAN LUIS POTOSI 78009|2|2026-01-16 10:05:08|
1680|6024609|240|1|PLANTA:02007 FCSD / REFACCIONESFACTOR INCREMENTABLE SEGUROS: 0.00004|1|2026-01-14 14:57:04|
3949|5001069|071|7|5DE-E26C-494D-8058-35F66657041BPLANTA 1201 EF18A MATERIAL: PRODUCTIVO. LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD|1|2026-01-05 17:33:04|
3949|6000016|670|6|NCREMENTABLE DEL MES DE ENERO 0.10194, FLETES .10193, SEGUROS .00001|1|2026-01-22 11:38:01|
3147|5005611|850|6|10A5C-7E80-4369-81EF-C0387E03EB54,AD201C7F-3245-47B0-8CE6-C655A7BD736E,EDBBCFFF-22EE-4755-BA2E-38CC47F51B33|1|2026-01-27 23:24:03|
1680|5092196|240|1|PLANTA: 1602TIPO DE MATERIAL: NO PRODUCTIVO - HERRAMENTALFACTOR INCREMENTABLE CORRESPONDIENTE A .01109ESTA OPERACION SE|1|2026-01-09 15:52:02|
3949|5060531|071|6|1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES, ART. 37 Y 37-A DE LA LEY ADUANERA|1|2026-01-05 18:00:05|
3376|6001547|240|71|PASS AUTOMOTIVE MEXICO S.A. DE C.V LIBRAMIENTO LEON - QUERETARO GUANAJUATO 36547|2|2026-01-16 10:05:08|
1680|5000423|230|3|LAS RGCE VIGENTES.PE. 1310                           PLANTA HERMOSILLO|1|2026-01-05 16:21:01|
1680|5031257|800|5|OMPRADORA: FORD MOTOR COMPANY S.A. DE C.V., HENRY FORD, NUMERO EXTERIOR 100, PISO 5, LOCALIDAD NAUCALPAN DE JUAREZ, MUNI|1|2026-01-12 09:46:01|
3949|5004811|160|9|DECLARA ESTE ULTIMO.|1|2026-01-08 14:47:02|
1669|5023109|430|15|CONTENEDOR CAAU9135095FORD MOTOR COMPANY SA DE CV /  3650 PIEZAS VIAJAN DENTRO DEL CONTENEDOR CIPU5086030FORD MOTOR COM|1|2026-01-02 16:46:00|
1680|6011247|240|4|CCION VII DE LA LEY DE TENENCIA|1|2026-01-19 16:27:06|
1680|6011244|240|2|DE VEHICULOS AUTOMOTORES LIGEROS NUEVOS CON NUMERO PVA-2026-002/V CON VIGENCIA DEL 01/01/2026 AL 31/12/2026SE EXIME DE P|1|2026-01-16 18:26:15|
3147|5009554|521|4|ADUANERA VIGENTE CIERRE DE CONSOLIDADOSE REALIZA TERCERA Y ULTIMA SUBDIVISION DE GUIA AEREA, SALEN DE 4 BULTOS 223.65 KG|1|2026-01-08 18:36:01|
1669|6900408|510|3|EHICULOS DE AUTOTRANSPORTE DE LOS LINEAMIENTOS DE FUNCIONES A CARGO DE LA ADMINISTRACION GENERAL DE ADUANAS QUE HABRAN D|1|2026-01-19 13:28:02|
3949|5060535|070|6|LA MERCANCIA OBJETO DE LA PRESENTE OPERACION, BAJO EL OFICIO NO. 500-00-00-00-00-2025-5374 CUYA VIGENCIA INICIA EL 2 DE|1|2026-01-05 17:11:05|
1680|6002454|800|3|CION ADUANERA VIGENTE DENTRO DEL APARTADO DEPOSITO FISCAL PARA LA INDUSTRIAAUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICU|1|2026-01-14 13:24:02|
1680|5031256|800|5|COMPRADORA: FORD MOTOR COMPANY S.A. DE C.V., HENRY FORD, NUMERO EXTERIOR 100, PISO 5, LOCALIDAD NAUCALPAN DE JUAREZ,MUNI|1|2026-01-09 15:39:00|
1680|6002513|800|2|ON I DE LA LEY ADUANERA Y EN TERMINOS DEL NUMERAL 4.3.2.10 DEL APARTADO DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TER|1|2026-01-30 12:51:00|
1680|6011259|240|3|AGO DE TENENCIA Y DE ISAN POR SER DISTRIBUIDORA DE AUTOS EN BASE AL ARTICULO 1 FRACCION 2 DE LA LEY DEL ISAN Y ART 8 FRA|1|2026-01-22 18:35:09|
3949|5104860|071|2|A INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICULOS DE AUTOTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LA RGCE V|1|2026-01-08 15:41:00|
1680|5070748|240|5|EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029|1|2026-01-07 15:02:01|
3949|5060532|071|6|PEDIMENTO CONSOLIDADO DEL 01 AL 31 DE DICIEMBRE DEL 2025. PLANTA 1110 CUAUTITLAN|1|2026-01-08 14:45:04|
3949|5104860|071|4|FICIO NO. 500-00-00-00-00-2025-5374 CUYA VIGENCIA INICIA EL 2 DE SEPTIEMBRE DE 2025, MOTIVO POR EL CUAL SE DECLARA ESTE|1|2026-01-08 15:41:00|
1680|5070756|240|1|LAS SUBPARTIDAS DE ESTE PEDIMENTO QUEDAN AMPARADAS BAJO LA FRACCION 9803000100.PE EF18A CPC 11-F2 FI:0.06405 (FLETES 0.0|1|2026-01-07 15:02:02|
3147|5024442|650|3|,68FC85E8-7558-4EF1-B4BE-AE7883EFB196DE LA PRESENTE GUIA 887272306678 SALEN 1 DE 2 BULTOS CON PESO DE 4.7 KG SE RELACION|1|2026-01-08 17:42:00|
3949|5000177|670|6|AUCALPAN DE JUAREZ, ESTADO DE MEXICO (MEXICO), C.P. 53126 RFC: FMO8304236C5 NUMERO DE AUTORIZACION DE DEPOSITO FISCAL: 5|1|2026-01-12 16:53:00|
3949|5060545|071|5|29, MOTIVO POR EL CUAL SE DECLARA ESTE ULTIMO. PLANTA. AP24A CPC 11-F2 PLANTA: 1301 TIPO DE MATERIAL: PRODUCTIVO FACTOR|1|2026-01-08 19:55:01|
1680|5000285|230|1|ESTA MERCANCIA SE IMPORTA BAJO EL DEPOSITO FISCAL AUTOMOTRIZ NO. 500-00-00-00-00-2025-5374.DE CONFORMIDAD CON LO DISPUES|1|2026-01-07 15:44:00|
1680|5070752|240|5|LAS RGCE VIGENTES, ART. 37 Y 37-A DE LA LEY ADUANERA PEDIMENTO CONSOLIDADO DEL 01 DICIEMBRE AL 31 DE DICIEMBRE DEL 2025|1|2026-01-07 16:34:06|
1680|6011239|240|2|DE VEHICULOS AUTOMOTORES LIGEROS NUEVOS CON NUMERO PVA-2026-002/V CON VIGENCIA DEL 01/01/2026 AL 31/12/2026SE EXIME DE P|1|2026-01-15 18:33:17|
1680|5000483|230|2|255374. FACTOR DE INCREMENTABLES CORRESPONDIENTE AL MES DE DICIEMBRE 0.06405 LAS SUBPARTIDAS DE ESTE PEDIMENTO QUEDAN AM|1|2026-01-07 16:53:00|
3147|5023951|650|1|AREA PD, GTBCPLANTA 5008EL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZTERMINAL O|1|2026-01-08 10:28:01|
3569|5027459|232|9|R: FORD FIELD ACCOUNTING DEPT.;38-0549190;00000753848;11-12-2025;COVE257VEPVL6;USD;177.250 FACTR: ROBERT BOSCH LLC;36290|1|2026-01-06 11:29:00|
3147|6001761|470|4|/ EXWFACTOR INCREMENTABLE DEL MES DE ENERO: 0.10194SEGUROS : 0.0000100 FLETES: 0.10193 LA PRESENTE OPERACION SE EFECTUA|2|2026-01-30 17:29:02|
3949|6900421|160|3|STRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICULOS DE AUTOTRANSPORTE DE LOS LINEAMIENTOS DE FUNCIONES A CARGO DE LA|1|2026-01-23 12:03:01|
3147|6001013|650|2|POSITO FISCAL NO. 500-00-00-00-00-2025-5374 OTORGADO EL 22 DE AGOSTO DEL 2025, CON VIGENVIA DEL 02 DE SEPTIEMBRE DEL 202|1|2026-01-13 10:26:01|
1669|6900377|510|1|MARCAS, NUMERO, TOTAL DE BULTOS:200 VEHICULOSRECINTO: 259 (SSA)PESO BRUTO:331,850.00 KGLA PRESENTE OPERACION SE REALIZA|2|2026-01-05 15:03:01|
3376|6001547|240|67|WOCO TECH DE MEXICO SA DE CV AV DE LAS FUENTES# 17 EL MARQUES 76246|2|2026-01-16 10:05:08|
1669|5000232|810|5|LOS DE AUTOTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LAS RGCE VIGENTES MISMA QUE ESTABA VIGENTE AL MOMENTO DE LA MODULA|1|2026-01-05 15:53:01|
3376|6001547|240|96|VIBRACOUSTIC TOLUCA SA DE CV PARQUE INDUSTRIAL TOLUCA 2000 TOLUCA 50200|2|2026-01-16 10:05:08|
3376|6001547|240|64|CONTITECH FLUID DISTRIBUIDORA, S.A. INDUSTRIA ELECTRICA MEXICANA 3 TLALNEPANTLA 54010|2|2026-01-16 10:05:08|
3949|5000177|670|5|RADORA: FORD MOTOR COMPANY SA DE CV HENRY FORD, NUMERO EXTERIOR 100, PISO 5, LOCALIDAD NAUCALPAN DE JUAREZ, MUNICIPIO, N|1|2026-01-12 16:53:00|
3575|5000112|110|9|ULOS DE AUTOTRANSPORTE DE LOS LINEAMIENTOS DE FUNCIONES A CARGO DE LA ADMINISTRACION GENERAL DE ADUANAS QUE HABRAN DE AP|1|2026-01-02 18:15:01|
3569|5000186|120|7|0469 459 412;96014559;20-08-2025;COVE257UPFTV1;EUR;14,298.500 FACTR: FACIL EUROPE BV;BE 0469 459 412;96014560;20-08-2025|1|2026-01-05 09:31:02|
3949|5001067|070|13|023-E73B-4CEB-A1A7-9FB7BCCAE2BA. , 945C0B08-FD1F-4668-8CDF-F6E21D941138. , 9491F923-C848-49B4-A5E4-D1B29A83992F. , 96DEA|1|2026-01-05 18:07:01|
3147|5024442|650|2|NTES. PEDIMENTOS CONSOLIDADOSUUID CARTA PORTE: 2A0208F6-63E2-48D9-8813-2E7568F9A7E6,53F04EFA-51AD-42CC-870D-8370DA75B4F3|1|2026-01-08 17:42:00|
1669|5022896|430|1|LA PRESENTE OPERACION DE EFECTUA DE CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES.LA PRESENTE OPERACIO|1|2026-01-08 18:10:01|
1669|6900401|510|13|352-BC53-266A49242552LA PRESENTE RECTIFICACION SE EFECTUA DE CONFORMIDAD CON EL ART. 89 DE LA LEY ADUANERA EN VIGOR, SE|2|2026-01-13 17:15:03|
3376|6001547|240|1|ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO. 500-00-00-00-00-2025-5374 DE 02 DE|2|2026-01-16 10:05:08|
1680|5031252|800|5|C.P. 53126. RFC: FMO8304236C5. NUMERO DE AUTORIZACION DE DEPOSITO FISCAL: 500-00-00-00-00-2025-5374EMPRESA QUE RECIBE:|1|2026-01-28 12:58:01|
3147|5005612|850|4|ENTE OPERACION, BAJO EL OFICIO NO. 326-SAT-57813 Y QUE TUVO ACTUALIZACION CONFORME AL NUEVO OFICIO NO. 500-00-00-00-00-2|1|2026-01-26 19:52:11|
1733|5000320|640|6|LOS DE AUTOTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LAS RGCE VIGENTES, MISMA QUE ESTABA VIGENTE AL MOMENTO DE LA MODUL|1|2026-01-08 14:31:02|
1680|5005479|230|12|LO, CPC: 05-F2 AP24A|1|2026-01-06 19:04:01|
1669|5022896|430|4|41FLETE: 0.23940SEGURO: 0.00001ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO. 500|1|2026-01-08 18:10:01|
3376|6001547|240|8|ASTEMO MEXICO S.A. DE C.V. AU DEL PARQUE 8 PARQUE IND LERMA LERMA 52000|2|2026-01-16 10:05:08|
3569|5000186|120|5|1 DE DICIEMBRE DEL 2025.  FACTOR DE AJUSTE CORRESPONDIENTE AL MES DE DICIEMBRE PARA GASTOS INCREMENTABLES: 0.06405 (FLET|1|2026-01-05 09:31:02|
3949|5104859|071|5|MES DE DICIEMBRE 0.01109 FLETE:0.01108, SEGURO:0.0001|1|2026-01-07 13:02:01|
1680|6002477|800|1|NACIONALIZACION DEL PEDIMENTO F2: 25 24 1680 5036735EXTRACCION DE MERCANCIAS EN DEPOSITO FISCAL PARA IMPORTARSE DEFINITI|1|2026-01-16 15:01:02|
1669|5007004|810|5|79141102 BULTOS DENTRO DEL CONTENEDOR: HLXU102369802 BULTOS DENTRO DEL CONTENEDOR: FANU1330810NUMERO DE PLANTA 1109RLA O|1|2026-01-08 12:23:03|
1680|5031302|800|2|-5010299EMPRESA QUE ENAJENA: VALEO NORTH AMERICA INC, 150 STEPHENSON HIGHWAY, TROY , MI US 48083, TAX ID: 133744485TRANS|1|2026-01-12 17:03:02|
1669|5023883|430|2|ILLO/AUTOSPEDIMENTO CONSOLIDADO DEL 01 AL 31 DE DICIEMBRE DEL 2025.SE EXENTA EL PAGO DEL DTA DE CONFORMIDAD CON LA RCGMC|1|2026-01-05 16:50:01|
3949|5004815|160|1|LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES, ART. 37 Y 37-A DE|1|2026-01-08 11:59:06|
1669|6900345|430|8|DE ENTRADA DEBE DECIR:01/01/2026TIPO DE CAMBIO DICE:17.9042TIPO DE CAMBIO DEBE DECIR:17.95280PERMISO CUPODICE: CLAVE: C|2|2026-01-03 11:03:02|
1680|6000836|800|4|ICULOS DE AUTOTRANSPORTEESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO. 500-00-00-|2|2026-01-13 17:41:09|
3949|5060522|071|2|2 DE LAS RGCE VIGENTES, ART. 37 Y 37-A DE LA LEY ADUANERA. PEDIMENTO CONSOLIDADO  1 AL 26 DE DICIEMBRE DE 2025. EL IMPOR|1|2026-01-02 19:00:00|
1869|6000035|180|5|USTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICULOS DE AUTOTRANSPORTE DE LOS LINEAMIENTOS DE FUNCIONES A CARGO DE LA|1|2026-01-21 16:02:00|
3949|6000024|670|3|CE VIGENTES MISMA QUE ESTABA VIGENTE AL MOMENTO DE LA MODULACION DE LA MERCANCIA OBJETO DE LA PRESENTE OPERACION BAJO EL|1|2026-01-28 11:56:00|
3949|5060525|071|6|SEPTIEMBRE DE 2025, MOTIVO POR EL CUAL SE DECLARA ESTE ULTIMO|1|2026-01-07 15:09:01|
1680|5000279|230|4|R LAS UNIDADES ADMINISTRATIVAS REGIONALES ADSCRITAS A LA MISMA, DEL MANUAL DE OPERACION ADUANERA EN VIGOR. SE HACE REFER|1|2026-01-08 13:14:00|
1680|5031280|800|9|. 54730, CUAUTITLAN IZCALLI, MEXICO.|1|2026-01-08 16:47:02|
3147|5038407|470|5|2 DE SEPTIEMBRE DE 2025, MOTIVO POR EL CUAL SE DECLARA ESTE ULTIMOLA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON|1|2026-01-08 15:18:01|
1680|5000422|230|4|ANTA ENSAMBLADORA HERMOSILLO 01304 SE EXENTA EL PAGO DEL DTA DE CONFORMIDAD CON LA RCGMCE 5.1.4 VIGENTE ESTA OPERACION S|1|2026-01-05 16:21:02|
1680|5031280|800|3|TRANSFIERE: JABIL CIRCUIT DE CHIHUAHUA S. DE R.L. DE C.V.   AV. ALEJANDRO DUMAS NO. 11341 COMPLEJO INDUSTRIAL CHIHUAHUA|1|2026-01-08 16:47:02|
3949|5005113|160|28|OR COMPANY S.A. DE C.V. / 23400 PIEZAS VIAJAN DENTRO DEL CONTENEDOR TEMU0027265FORD MOTOR COMPANY S.A. DE C.V. / 1000 PI|1|2026-01-07 13:36:06|
1669|6900407|510|1|MARCAS, NUMERO, TOTAL DE BULTOS:155 VEHICULOSRECINTO: 259 (SSA)PESO BRUTO:257,880.00 KGLA PRESENTE OPERACION SE REALIZA|1|2026-01-13 10:53:02|
1680|5018472|800|5|DIMENTO CONSOLIDADO DEL 1 AL 31 DE DICIEMBRE DEL 2025|1|2026-01-08 15:33:13|
1669|6900410|510|6|REGAR EDOCUMENTEDOCUMENT BL DICE:0438251BS9UX8, 0438251BS9VJ8, 0438251BS9VD7DEBE DECIR:0438261C9K7J3, 0438261C9KC67EDOCU|2|2026-01-15 15:58:03|
1669|5000230|810|9|LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES, ART. 37 Y 37-A DE|1|2026-01-05 14:12:00|
3949|5060529|071|4|74 CUYA VIGENCIA INICIA EL 2 DE SEPTIEMBRE DE 2025, MOTIVO POR EL CUAL SE DECLARA ESTE ULTIMO. TIPO DE MATERIAL: RACKS.|1|2026-01-05 14:50:01|
3949|5001070|071|3|AL MOMENTO DE LA MODULACION DE LA MERCANCIA OBJETO DE LA PRESENTE OPERACION, BAJO EL OFICIO NO. 500-00-00-00-00-2025-53|1|2026-01-05 17:30:07|
3949|5060553|071|7|QUEDAN AMPARADAS BAJO LA FRACCION 9803000100|1|2026-01-05 13:44:01|
3147|5038653|470|6|INCREMENTABLES PARA EL MES DE DICIEMBRE ES 0.23941FLETES: 0.23940SEGUROS: 0.00001SE CONSIDERA QUE EL IMPORTADOR SUFRE UN|1|2026-01-29 22:06:01|
1680|6011264|240|3|DE TENENCIA Y DE ISAN POR SER DISTRIBUIDORA DE AUTOS EN BASE AL ARTICULO 1 FRACCION 2 DE LA LEY DEL ISAN Y ART 8 FRACCIO|1|2026-01-23 16:59:04|
3949|5104838|071|7|E VIGENTES, MISMA QUE ESTABA VIGENTE AL MOMENTO DE LA MODULACION DE LA MERCANCIA OBJETO DE LA PRESENTE OPERACION, BAJO E|1|2026-01-08 19:18:01|
1680|5035191|800|4|. 37 Y 37-A DE LA LEYADUANERA.PEDIMENTO CONSOLIDADO DEL 01 AL 31 DE DICIEMBRE DEL 2025.|1|2026-01-08 17:13:00|
1669|5023762|430|1|LA PRESENTE OPERACION SE EFECTUA DE CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES.PLANTA: 05004- EL CR|1|2026-01-08 17:54:00|
3147|5038480|470|5|2 DE SEPTIEMBRE DE 2025, MOTIVO POR EL CUAL SE DECLARA ESTE ULTIMOLA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON|1|2026-01-08 15:50:01|
1669|5003243|510|7|TGBU5799702FORD MOTOR COMPANY S.A. DE C.V. / 2600 PIEZAS VIAJAN DENTRO DEL CONTENEDOR HLXU8156579FORD MOTOR COMPANY S.A.|1|2026-01-07 17:18:01|
3147|6001012|650|7|ANUAL DE OPERACION ADUANERA ENVIGOR.ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO|1|2026-01-16 12:14:01|
1669|5007004|810|2|ONTENEDOR: MSMU107396501 BULTO DENTRO DEL CONTENEDOR: MSBU143224901 BULTO DENTRO DEL CONTENEDOR: MEDU544453001 BULTO DEN|1|2026-01-08 12:23:03|
1680|6011227|240|1|FACTURAS CON MAS DE 15 CARACTERES: BNSF303024-A00549-1/1REGISTRO ANTE LA SECRETARIA DE ECONOMIA COMO EMPRESA PRODUCTORA|1|2026-01-09 19:07:08|
1680|5035186|800|4|O CONSOLIDADO DEL 01 AL 31 DE DICIEMBRE DEL 2025.ESTA OPERACION SE REALIZA AL AMPARO DE LA REGLA 4.5.31 FRACCION III DE|1|2026-01-08 12:02:02|
1680|5036307|240|4|VEHICULOS DE AUTOTRANSPORTE DE LOS LINEAMIENTOS DE FUNCIONES A CARGO DE LA ADMINISTRACION GENERAL DE ADUANAS QUE HABRA D|1|2026-01-08 13:43:02|
3949|5104836|071|1|FACTURAS CON MAS DE 15 CARACTERES: 254223/254333-10112025TIPO DE MATERIAL: NO PRODUCTIVOLA PRESENTE OPERACION SE EFECTUA|1|2026-01-09 15:44:01|
1669|5000225|810|18|ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO. 500-00-00-00-00-2025-5374 OTORGADO|1|2026-01-08 15:37:00|
1680|5092161|240|3|, CON VIGENCIA DEL 02 DESEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029.PEDIMENTO CONSOLIDADO DEL 01 AL 31 DE DICIEMBRE|1|2026-01-08 11:12:07|
3949|5060543|071|2|A INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICULOS DE AUTOTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LAS RGCE|1|2026-01-08 19:55:02|
3147|5005609|850|1|PLANTA: 02006 FCSD / D2DPEDIMENTO CONSOLIDADO DEL 8 AL 12 DE DICIEMBRE DEL 2025.EL IMPORTADOR CUENTA CON AUTORIZACION DE|1|2026-01-20 14:43:15|
1680|6000824|800|8|TABLE CORRESPONDIENTE A 0.10194|1|2026-01-30 14:26:01|
1680|6002483|800|5|0-2025-5374 DEL 26 DE AGOSTO DEL 2005, CON PRORROGA DE 10 AÑOS A PARTIR DEL 01 DESEPTIEMBRE DEL 2015.PE: 01111|1|2026-01-16 10:01:00|
3949|5005113|160|8|. DE C.V. / 15693 PIEZAS VIAJAN DENTRO DEL CONTENEDOR TGBU9890744FORD MOTOR COMPANY S.A. DE C.V. / 8950 PIEZAS VIAJAN DE|1|2026-01-07 13:36:06|
1669|5000233|810|1|PLANTA: 1701. TIPO DE MATERIAL: PRODUCTIVO.|1|2026-01-05 15:55:01|
3569|5027507|232|5|A LOS DEMAS ALMACENES AUTORIZADOS PARA TENER EN SUS INSTALACIONES LAS MERCANCIAS PARA LOS PROCESOS DE TRANSFORMACION, EN|1|2026-01-08 09:45:01|
1680|5036307|240|3|SPUESTO EN EL NUMERAL 4.3.2.8 DEL APARTADO DEL DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE|1|2026-01-08 13:43:02|
1680|5000278|230|5|ENCIA A LOS DEMAS ALMACENES AUTORIZADOS PARA TENER EN SUS INSTALACIONES LAS MERCANCIAS PARA LOS PROCESOS DE TRANSFORMACI|1|2026-01-07 13:43:00|
1680|5031288|800|1|OPERACION REALIZADA AL AMPARO DE LA REGLA 4.3.21.ESTA OPERACION SE RELACIONA CON EL PEDIMENTO DE EXPORTACION: 26 46 3469|1|2026-01-09 16:55:04|
3949|5004815|160|8|ACC.I DE LA LEY ADUANERA Y 65 PARRAFO III DEL REGLAMENTO INTERNO QUE LA RIGE, SIENDO ESTA LA SEGUNDA OPERACION. LA ORIGI|1|2026-01-08 11:59:06|
3569|5000186|120|4|ARTIDAS DE ESTE PEDIMENTO QUEDAN AMPARADAS BAJO LA FRACCION ARANCELARIA 9803.00.01.00  PEDIMENTO CONSOLIDADO DEL 01 AL 3|1|2026-01-05 09:31:02|
1680|6000833|800|1|NACIONALIZACION DEL PEDIMENTO F2: 25 24 1680 5092171EXTRACCION DE MERCANCIAS EN DEPOSITO FISCAL PARA IMPORTARSE DEFINITI|2|2026-01-13 17:35:02|
3949|5104876|071|4|AGOSTO DEL 2025, CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029|1|2026-01-07 14:47:09|
1680|6011222|240|2|DE VEHICULOS AUTOMOTORES LIGEROS NUEVOS CON NUMERO PVA-2026-002/V CON VIGENCIA DEL 01/01/2026 AL 31/12/2026SE EXIME DE P|1|2026-01-09 19:07:05|
1680|5000277|230|1|ESTA MERCANCIA SE IMPORTA BAJO EL DEPOSITO FISCAL AUTOMOTRIZ NO. 500-00-00-00-00-2025-5374.DE CONFORMIDAD CON LO DISPUES|1|2026-01-08 13:14:01|
1680|5092174|240|1|ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO.500-00-00-00-00-2025-5374 OTORGADO|1|2026-01-02 16:20:08|
3949|6900421|160|6|O. 25 18 1869 5000530NO SE ANEXA AVISO AUTOMATICO DE IMPORTACION DE PRODUCTOS SIDERURGICOS EN BASE AL OFICIO NO.414-2014|1|2026-01-23 12:03:01|
1680|6011268|240|2|EHICULOS AUTOMOTORES LIGEROS NUEVOS CON NUMERO PVA-2026-002/V CON VIGENCIA DEL 01/01/2026 AL 31/12/2026SE EXIME DE PAGO|1|2026-01-23 16:59:09|
1680|6002480|800|1|NACIONALIZACION DEL PEDIMENTO F2: 25 24 1680 5036748EXTRACCION DE MERCANCIAS EN DEPOSITO FISCAL PARA IMPORTARSE DEFINITI|1|2026-01-16 15:20:04|
3147|6000341|521|6|LA REGLA 6.1.1 ULTIMO PARRAFO DE LAS R.G.C.E. Y EL ART. 89 DE LA LEY ADUANERA VIGENTE.CONCEPTOS QUE SE RECTIFICAN:PESO B|2|2026-01-15 10:30:01|
3949|5005113|160|21|/ 704 PIEZAS VIAJAN DENTRO DEL CONTENEDOR HAMU3910550FORD MOTOR COMPANY S.A. DE C.V. / 19016 PIEZAS VIAJAN DENTRO DEL C|1|2026-01-07 13:36:06|
1680|5031264|800|5|PLANTA: EF18A   CO NO: 1201EMPRESA COMPRADORA: FORD MOTOR COMPANY S.A. DE C.V., HENRY FORD 100 PISO 5, COL. SAN MATEO N|1|2026-01-08 10:38:00|
3376|6001547|240|90|ROBERT BOSCH LLC CIRCUITO AGUASCALIENTES NORTE SAN FRANCISCO DE LOS ROMO 20358|2|2026-01-16 10:05:08|
3147|5005617|850|6|LAS REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES, ART. 37 Y 37-A DE LA LEY ADUANERAPEDIMENTO CONSOLIDADO DEL 01 AL 31 DE|1|2026-01-08 16:53:05|
1680|5035203|800|5|STADO PEDIMENTO:25-24-1680-5036328.|1|2026-01-06 16:12:04|
1680|5000389|230|5|RE DEL 2029, MOTIVO POR EL CUALSE DECLARA ESTE ULTIMO.EXPORTACION DE CONTENEDORES VACIOS RACKS, LOS CUALES RETORNARON EN|1|2026-01-06 12:40:00|
1669|5000229|810|9|PEDIMENTO CONSOLIDADO DEL 01 AL 31 DE DICIEMBRE DEL 2025|1|2026-01-08 15:39:01|
3147|6001012|650|2|ATANDOSE DE IMPORTADORES QUECUENTEN CON PROSEC EN TERMINOS DEL DECRETO DEL MISMO NOMBRE Y LAS MERCANCIAS SE DESTINEN ALA|1|2026-01-16 12:14:01|
